status,open,close,type,account_id,client_id,value
Active,2015-07-25,,Roth IRA,2732,932,5733.792938197521
Active,2017-12-13,,Traditional IRA,2733,932,11907.535392312562
Active,2012-12-27,,Roth 401(k),2734,932,19975.536712397392
Active,2012-04-07,,Brokerage,2735,932,23506.94792396698
Active,2014-02-15,,Brokerage,2736,933,4533.748621568537
Active,2013-09-12,,Roth 401(k),2737,933,20071.947038152965
Active,2014-07-23,,Roth IRA,2738,933,2835.0196355661883
Active,2014-03-15,,Traditional IRA,2739,933,21665.087698597952
Active,2016-03-18,,529,2740,933,21657.169005801974
Active,2014-02-03,,529,2741,934,9524.320337893045
Active,2017-06-03,,Brokerage,2742,934,13618.233719498681
Active,2015-06-09,,Traditional IRA,2743,934,7765.25199836408
Active,2011-11-14,,Roth IRA,2744,934,21380.723572424617
Active,2013-06-30,,Roth 401(k),2745,934,13792.705855698936
Active,2013-10-14,,Brokerage,2746,935,11723.835151876787
Active,2014-01-24,,Roth 401(k),2747,935,1304.2868004702966
Active,2015-09-10,,Roth IRA,2748,935,20271.625760259147
Active,2018-04-15,,529,2749,935,179268.717184899
Active,2015-04-06,,Roth IRA,2750,936,13479.519514044967
Active,2006-12-24,,Roth 401(k),2751,936,8427.76735811424
Inactive,2005-06-03,2009-03-17,529,2752,936,14429.656300920571
Active,2005-01-16,,Brokerage,2753,936,3055.344585000812
Active,2015-03-31,,Traditional IRA,2754,936,273862.1996350964
Active,2016-10-06,,Roth 401(k),2755,937,2090.7778216013435
Active,2011-05-05,,Roth IRA,2756,937,16739.958726816832
Active,2004-12-10,,Roth IRA,2757,938,20550.73092068493
Active,2014-09-30,,Traditional IRA,2758,938,7408.567235227626
Inactive,2017-11-09,2018-04-25,Roth 401(k),2759,938,247617.1454482408
Active,2017-04-09,,Roth 401(k),2760,939,7901.395805161907
Active,2014-05-07,,Roth IRA,2761,939,4425.62143002033
Active,2016-02-26,,Roth 401(k),2762,940,58896.97590352595
Active,2013-06-09,,Brokerage,2763,940,20396.179159088486
Active,2018-04-28,,Roth 401(k),2764,941,14624.773165938499
Inactive,2018-01-30,2018-08-24,Traditional IRA,2765,941,13025.687332769505
Active,2017-12-03,,529,2766,941,11907.047733177202
Active,2018-02-28,,Brokerage,2767,941,24640.784585827027
Active,2004-06-14,,529,2768,942,24642.76075246721
Active,2004-05-08,,Roth 401(k),2769,942,3783.978772136682
Active,2015-10-15,,Traditional IRA,2770,943,5428.752381353518
Active,2014-03-21,,529,2771,943,19251.56302112299
Active,2011-07-28,,Roth IRA,2772,943,7834.500306706353
Active,2017-06-17,,Brokerage,2773,943,19070.896158561467
Active,2018-06-01,,529,2774,944,222862.7875584914
Active,2013-04-15,,Brokerage,2775,944,23309.565736681154
Active,2011-02-13,,Traditional IRA,2776,944,1058.8995792840574
Inactive,2016-10-28,2017-10-11,529,2777,945,16013.642774382288
Active,2005-05-08,,Brokerage,2778,946,20789.683819797836
Active,2006-09-25,,Traditional IRA,2779,946,18778.647802895477
Active,2009-07-17,,529,2780,946,250950.85093353927
Active,2017-10-29,,Roth 401(k),2781,947,12810.216967702734
Active,2006-03-27,,Brokerage,2782,947,9058.406703015839
Active,2016-01-13,,529,2783,947,14035.793831978666
Active,2016-10-16,,Roth IRA,2784,947,7151.747411700297
Active,2017-03-31,,Roth 401(k),2785,948,159231.73781660758
Inactive,2014-10-11,2016-07-27,Traditional IRA,2786,948,6355.702593085314
Active,2013-03-27,,Roth 401(k),2787,949,15249.086477204135
Active,2015-12-03,,Traditional IRA,2788,949,4815.718296041086
Active,2007-08-05,,529,2789,949,11146.199603617615
Active,2006-10-29,,Roth IRA,2790,949,7645.611405193129
Active,2016-10-29,,529,2791,950,13071.63372283477
Active,2014-06-01,,Traditional IRA,2792,950,11206.373595292045
Active,2015-05-20,,Roth 401(k),2793,950,1376.8748397920049
Active,2008-04-11,,Roth IRA,2794,950,1991.4909053873976
Active,2018-02-24,,Brokerage,2795,950,15917.783129727884
Active,2018-01-20,,Roth IRA,2796,951,2034.3924710966598
Active,2017-11-03,,Roth 401(k),2797,951,24015.250714232923
Active,2017-09-05,,Roth IRA,2798,952,53547.57655688498
Active,2018-05-30,,Brokerage,2799,952,15710.386365067705
Active,2018-02-20,,Roth IRA,2800,953,14214.977404695386
Active,2018-07-13,,Roth 401(k),2801,953,171966.0803060213
Active,2017-05-02,,Brokerage,2802,953,23708.17456859556
Active,2018-05-24,,529,2803,953,12366.228792912054
Active,2017-10-19,,Brokerage,2804,954,2201.123645038349
Active,2010-08-16,,Roth 401(k),2805,955,16751.017750762105
Active,2015-10-24,,Brokerage,2806,955,7717.601573820624
Active,2008-04-14,,Roth IRA,2807,955,15727.444472482224
Active,2014-06-08,,529,2808,955,22248.68596323211
Active,2013-09-09,,Traditional IRA,2809,955,21159.068603230622
Active,2008-05-06,,Roth 401(k),2810,956,6639.322098783236
Active,2015-09-10,,Traditional IRA,2811,956,12332.452610378406
Active,2015-02-27,,Traditional IRA,2812,957,17674.11393822448
Active,2012-02-12,,Brokerage,2813,957,19321.123985616938
Inactive,2016-06-30,2016-12-23,Traditional IRA,2814,958,8940.403810051233
Active,2012-08-10,,529,2815,958,5864.785285211684
Active,2006-10-09,,Traditional IRA,2816,959,17116.4607810967
Inactive,2018-07-08,2018-10-29,Roth IRA,2817,960,17114.92069189693
Active,2013-03-15,,Brokerage,2818,960,17276.193628750043
Active,2016-03-19,,Roth 401(k),2819,960,18589.29445398989
Inactive,2011-08-28,2015-12-06,529,2820,960,23476.896704069266
Active,2018-06-27,,Traditional IRA,2821,960,7030.797898530507
Active,2016-10-07,,Roth IRA,2822,961,22146.472852421113
Active,2016-09-04,,Brokerage,2823,961,225671.28317345225
Active,2016-04-19,,Roth IRA,2824,962,11303.007515346328
Active,2018-01-19,,Brokerage,2825,962,23511.156710158997
Active,2018-02-08,,Traditional IRA,2826,962,16347.012355390263
Active,2017-01-10,,Roth 401(k),2827,962,17512.70076640752
Inactive,2007-05-20,2017-06-11,Roth IRA,2828,963,21691.986124012998
Active,2017-10-26,,Roth 401(k),2829,963,17428.55399241605
Active,2017-03-24,,529,2830,964,9012.1963069872
Active,2018-03-22,,Brokerage,2831,964,24527.102084973943
Active,2018-02-22,,Traditional IRA,2832,964,158560.4759747443
Inactive,2017-07-18,2017-11-24,Roth 401(k),2833,964,3879.7724747325387
Active,2018-02-18,,Roth IRA,2834,964,23904.157629125155
Active,2016-10-03,,529,2835,965,18387.56894695303
Active,2017-07-02,,529,2836,966,18937.46092904132
Active,2011-03-04,,Traditional IRA,2837,966,16803.541175080936
Active,2015-05-05,,Roth 401(k),2838,966,277011.2350789326
Active,2004-11-17,,Roth IRA,2839,967,14313.82748365858
Active,2006-06-13,,Traditional IRA,2840,967,14023.382847705408
Active,2008-06-11,,Brokerage,2841,967,147409.0954895803
Active,2014-10-07,,Roth 401(k),2842,967,13490.22258800921
Active,2018-07-16,,529,2843,967,1019.5292291178299
Active,2016-01-29,,Traditional IRA,2844,968,23871.90862808449
Active,2010-05-16,,529,2845,968,164327.21498214224
Active,2014-06-03,,Traditional IRA,2846,969,2812.6109448499
Active,2007-12-23,,Brokerage,2847,969,8340.292601851006
Active,2017-10-02,,Roth 401(k),2848,969,7245.8043563289275
Active,2011-03-22,,529,2849,969,12770.687418316562
Active,2006-10-25,,Roth IRA,2850,969,14345.713185889772
Active,2005-01-11,,Roth IRA,2851,970,21447.0348960617
Active,2002-09-07,,Brokerage,2852,970,7693.93454816802
Inactive,2008-01-16,2017-11-20,Traditional IRA,2853,971,126245.00423690639
Active,2013-06-15,,Roth 401(k),2854,971,10732.216043020233
Active,2005-07-05,,529,2855,972,11842.6761591419
Active,2016-01-20,,Roth IRA,2856,972,1325.9358978125927
Active,2008-02-01,,Roth 401(k),2857,972,12386.956368884357
Active,2012-07-24,,Traditional IRA,2858,973,23540.11600098296
Active,2017-07-29,,Traditional IRA,2859,974,16639.401562385847
Active,2016-11-25,,529,2860,974,19662.930585431077
Active,2015-06-26,,Brokerage,2861,974,17108.90045865909
Active,2018-06-01,,Brokerage,2862,975,10085.860071121257
Active,2018-05-23,,Roth IRA,2863,975,11822.483075757576
Active,2010-06-09,,Roth IRA,2864,976,24523.266956073847
Inactive,2015-03-04,2015-12-17,Brokerage,2865,976,15836.9564249895
Active,2013-08-02,,Brokerage,2866,977,1255.7706022435814
Inactive,2014-02-11,2018-01-02,Traditional IRA,2867,977,1163.4100702871076
Inactive,2013-05-30,2014-04-04,Roth 401(k),2868,977,16510.479273524223
Active,2012-05-15,,529,2869,977,12222.40069934851
Active,2005-11-04,,Traditional IRA,2870,978,14784.91159033435
Active,2009-11-25,,Roth IRA,2871,978,16699.707346173695
Active,2005-12-08,,529,2872,978,20121.59296722716
Inactive,2006-10-02,2014-12-25,Roth 401(k),2873,978,7199.014959157511
Active,2009-07-18,,Traditional IRA,2874,979,8834.055250765501
Active,2017-03-26,,529,2875,979,19602.066219645552
Active,2010-07-11,,Roth 401(k),2876,979,16117.838435455233
Active,2015-11-14,,Roth IRA,2877,980,16413.13156329973
Active,2008-10-27,,Roth 401(k),2878,980,23361.594294075378
Active,2014-09-27,,Traditional IRA,2879,980,2051.041643544922
Active,2010-02-26,,529,2880,980,5171.275561064154
Active,2017-10-06,,529,2881,981,8639.208132767075
Active,2018-05-14,,Brokerage,2882,981,21704.998442811124
Active,2017-05-14,,Roth 401(k),2883,981,18230.197915191064
Active,2018-03-26,,Traditional IRA,2884,981,11711.04016767426
Active,2011-05-07,,529,2885,982,16307.087549389269
Active,2016-12-12,,Roth IRA,2886,983,8505.151885490215
Active,2018-04-11,,Roth 401(k),2887,983,3194.453778600867
Active,2017-10-02,,Brokerage,2888,983,16863.595357065682
Active,2009-11-07,,Roth IRA,2889,984,213207.58250383666
Active,2017-06-29,,Traditional IRA,2890,984,3432.3989890577113
Active,2016-09-29,,529,2891,984,4740.064274105908
Active,2006-11-20,,Brokerage,2892,985,4290.140769947486
Active,2015-12-03,,Brokerage,2893,986,23381.059581042737
Inactive,2015-01-27,2015-11-02,529,2894,986,19893.05863018687
Active,2016-06-11,,Traditional IRA,2895,986,152075.4277127062
Active,2017-07-15,,529,2896,987,5047.319357435015
Active,2018-01-17,,Brokerage,2897,987,7754.95326797389
Active,2017-07-04,,Traditional IRA,2898,987,21691.122915434073
Active,2018-06-10,,Roth 401(k),2899,987,21487.371996001326
Active,2005-02-04,,Brokerage,2900,988,8990.709479888996
Active,2001-11-30,,Roth IRA,2901,988,22399.02831188829
Active,2014-06-20,,Traditional IRA,2902,989,24685.157420555526
Active,2008-11-17,,Roth IRA,2903,990,18400.619578744012
Active,2018-05-12,,Traditional IRA,2904,991,8417.099518642532
Active,2018-06-04,,Roth IRA,2905,991,9800.677276813196
Active,2018-02-11,,Brokerage,2906,991,8250.702897217754
Active,2018-05-21,,Roth 401(k),2907,991,294116.2986653494
Active,2015-04-22,,Roth IRA,2908,992,7566.602793180316
Active,2015-06-07,,529,2909,992,4279.7527994282445
Inactive,2016-04-11,2017-01-09,Brokerage,2910,992,6333.9022479683
Active,2009-02-04,,Roth IRA,2911,993,21571.338301993663
Inactive,2014-12-05,2018-01-01,Brokerage,2912,993,9385.865013054738
Active,2016-01-03,,Roth IRA,2913,994,10527.925892828684
Active,2007-07-29,,Traditional IRA,2914,995,20229.98531379921
Active,2013-05-03,,Roth 401(k),2915,995,254375.13091397952
Active,2013-12-29,,Brokerage,2916,995,14038.190682920842
Active,2016-07-12,,529,2917,995,12989.867105454701
Active,2009-01-05,,529,2918,996,61254.659246302064
Active,2014-11-08,,Roth IRA,2919,996,12186.120166601775
Active,2016-05-11,,Brokerage,2920,996,184630.63667204176
Active,2012-09-17,,Roth 401(k),2921,996,22675.355465643104
Active,2011-07-29,,Traditional IRA,2922,996,2334.7743989114915
Active,2018-07-24,,Brokerage,2923,997,10601.54310144004
Active,2017-09-24,,Roth 401(k),2924,997,13717.234903435783
Active,2018-05-08,,529,2925,997,23074.285965596246
Active,2012-08-22,,Roth 401(k),2926,998,21858.539879793192
Active,2012-09-08,,Roth IRA,2927,998,217394.13477395798
Active,2017-09-02,,Brokerage,2928,998,1820.7627502167475
Active,2015-05-15,,Traditional IRA,2929,998,10906.910051584204
Active,2012-11-11,,529,2930,998,1675.0323484908902
Active,2017-08-21,,Roth IRA,2931,999,2548.429797643078
Active,2010-07-07,,529,2932,999,18151.270141957335
Inactive,2017-02-20,2018-10-12,529,2933,1000,1872.6869467462493
Active,2003-06-05,,Brokerage,2934,1000,7175.930333740982
Active,2014-01-23,,Roth IRA,2935,1000,12935.091597123499
Active,2008-12-08,,Roth 401(k),2936,1000,21731.309921906264
Active,2008-03-02,,529,2937,1001,18730.677261812227
Active,2006-07-15,,Roth 401(k),2938,1001,14629.29557066354
Active,2014-07-30,,Roth 401(k),2939,1002,12361.168044645297
Active,2016-12-09,,Traditional IRA,2940,1002,21458.7805694374
Active,2013-08-29,,Roth IRA,2941,1002,22050.0476507569
Active,2014-10-06,,Traditional IRA,2942,1003,13654.372791571897
Inactive,2016-03-23,2017-08-11,529,2943,1003,18261.376389227713
Inactive,2017-05-17,2017-12-06,Brokerage,2944,1003,5049.786023407357
Active,2008-07-26,,529,2945,1004,21481.5620490709
Active,2018-06-14,,Roth 401(k),2946,1005,20370.652133077805
Active,2011-11-05,,Brokerage,2947,1005,9192.647157495601
Active,2009-10-27,,529,2948,1005,10501.199083248857
Active,2009-11-01,,Roth IRA,2949,1005,19987.530373671452
Active,2017-06-10,,Roth 401(k),2950,1006,8739.942960171822
Active,2011-03-14,,Brokerage,2951,1006,192829.63474694252
Active,2013-02-26,,Traditional IRA,2952,1006,15806.263936518595
Active,2017-06-19,,Roth IRA,2953,1007,3271.668033485363
Active,2009-01-13,,529,2954,1007,19828.51825824735
Inactive,2010-01-18,2011-06-03,Traditional IRA,2955,1007,15757.446614664925
Active,2017-02-16,,Brokerage,2956,1007,10582.420010659287
Active,2013-07-10,,Roth 401(k),2957,1008,12424.067090996368
Active,2017-12-24,,Roth IRA,2958,1008,1758.5241877302956
Active,2018-07-06,,Traditional IRA,2959,1008,6345.858781343621
Active,2015-06-23,,529,2960,1008,24191.346861417485
Active,2015-11-03,,Roth 401(k),2961,1009,107517.23899666787
Active,2017-01-02,,Brokerage,2962,1009,10383.390596565743
Active,2017-05-11,,Roth IRA,2963,1009,9879.222762464084
Active,2011-09-22,,Roth 401(k),2964,1010,3873.451928674685
Active,2013-12-31,,Brokerage,2965,1010,23518.882372227203
Active,2015-04-16,,Brokerage,2966,1011,22650.172545990383
Active,2017-09-23,,Roth 401(k),2967,1011,8257.09865604021
Active,2016-04-05,,Roth 401(k),2968,1012,7075.685913982856
Active,2014-05-18,,Roth 401(k),2969,1013,17852.50182032128
Active,2009-03-03,,Brokerage,2970,1013,16313.371174587033
Active,2016-10-30,,Roth IRA,2971,1013,14222.042565784843
Active,2013-06-22,,Roth IRA,2972,1014,13850.981961008098
Active,2006-10-16,,529,2973,1014,13069.962754352397
Active,2012-07-29,,Brokerage,2974,1015,5747.259468887758
Inactive,2016-07-09,2017-11-13,Roth IRA,2975,1015,20652.318422970395
Active,2016-10-04,,529,2976,1016,20096.629299425942
Active,2015-10-27,,Traditional IRA,2977,1016,6474.179979178712
Inactive,2016-09-13,2017-07-24,Roth IRA,2978,1016,6943.3630170852875
Active,2015-04-02,,Brokerage,2979,1017,24494.685778482464
Active,2015-07-10,,Roth IRA,2980,1017,1054.2223223085516
Active,2011-08-10,,Roth 401(k),2981,1017,20510.387246454637
Active,2016-04-07,,529,2982,1017,23252.299551359985
Active,2016-11-02,,Traditional IRA,2983,1018,140614.91338217322
Active,2013-10-08,,Brokerage,2984,1018,14331.903121443798
Active,2017-03-18,,Brokerage,2985,1019,21067.741861817995
Active,2011-02-22,,Roth IRA,2986,1019,13819.96635608158
Active,2014-11-18,,Roth 401(k),2987,1019,11916.155491855996
Active,2017-09-28,,Traditional IRA,2988,1019,3011.6603937498303
Active,2014-12-13,,Roth 401(k),2989,1020,10284.762951701803
Active,2016-03-31,,Roth IRA,2990,1020,21796.422026430453
Active,2016-04-21,,529,2991,1020,8358.64140902957
Active,2014-04-02,,Traditional IRA,2992,1021,243707.71409010835
Active,2012-08-26,,Roth 401(k),2993,1021,23568.750400762132
Active,2014-03-04,,Brokerage,2994,1022,18305.390352270035
Active,2017-08-07,,Traditional IRA,2995,1022,94707.66403483048
Active,2006-04-25,,Roth 401(k),2996,1022,17965.819314854067
Active,2007-10-12,,529,2997,1022,19230.11540409174
Active,2011-05-02,,Roth IRA,2998,1022,223660.6797287851
Active,2017-09-20,,Roth 401(k),2999,1023,22079.405038957546
Active,2013-10-18,,Traditional IRA,3000,1023,15358.992582436338
Active,2012-09-26,,Brokerage,3001,1023,9536.912346068479
Active,2015-05-26,,529,3002,1023,14997.208444398373
Active,2014-06-13,,Roth IRA,3003,1024,7794.93567372683
Active,2008-01-27,,Roth 401(k),3004,1024,6078.034171363805
Active,2015-10-22,,Traditional IRA,3005,1024,15635.679271972173
Active,2010-04-30,,Roth IRA,3006,1025,10354.889500309155
Active,2007-11-13,,Roth 401(k),3007,1025,4099.6780194517305
Active,2017-09-20,,Brokerage,3008,1025,24246.452383427117
Active,2017-10-27,,Roth 401(k),3009,1026,16557.18529806286
Inactive,2010-09-22,2013-12-01,529,3010,1026,4047.952713086314
